code,act,section,description
19188,"MVA","151(h)","Slow moving in wrong lane"
19189,"MVA","151","Driving on Laned Roadway"
19190,"MVA","154(1)","Passing when meeting oncoming vehicles"
19191,"MVA","154(2)","Passing when meeting oncoming vehicles"
19192,"MVA","154","Passing when meeting oncoming vehicles"
19193,"MVA","155(1)(a)","Cross Solid Double Line"
19194,"MVA","155(1)(b)(i)","Fail to keep right of double broken solid line"
19195,"MVA","155(1)(b)(ii)","Cross solid broken line"
19196,"MVA","155(1)(b)","Failing to Keep to Right Unless Passing"
19197,"MVA","155(1)(c)","Fail to Keep Right of Single Broken or Solid Line"
19198,"MVA","155(1)","Cross solid double line"
19199,"MVA","155(2)","Highway Lines"
19200,"MVA","155","Highway Lines"
19201,"MVA","156","Enter leave highway when unsafe"
19202,"MVA","157(1)(a)","Fail to pass at safe distance"
19203,"MVA","157(1)(b)","Fail to Complete Pass Safely"
19204,"MVA","157(1)","Fail to pass at safe distance"
19235,"MVA","165(2)(c)","Improper left turn at intersection"
19236,"MVA","165(2)(d)","Improper left turn at intersection"
19237,"MVA","165(2)","Improper left turn at intersection"
19238,"MVA","165(3)","Turning Left not Staying in Left Lane"
19239,"MVA","165(4)","Improper turn at intersection"
19240,"MVA","165(5)","Improper Turn at Intersection"
19241,"MVA","165","Improper Turn at Intersection"
19242,"MVA","166(a)","Improper left turn - no interesction"
19243,"MVA","166(b)","Improper left turn - no intersection"
19244,"MVA","166(c)","Improper left turn - no intersection"
19245,"MVA","166","Turning Left Other than at Intersection"
19246,"MVA","167(a)","Improper right turn - no intersection"
19247,"MVA","167(b)","Illegal right turn"
19248,"MVA","167","Improper right turn - no intersection"
19249,"MVA","168(a)","Unsafe prohibited u-turn"
19250,"MVA","168(b)(i)","Illegal U-Turn"
19251,"MVA","168(b)(ii)","Illegal U-Turn"
19252,"MVA","168(b)(iii)","Illegal U-Turn"
19253,"MVA","168(b)(iv)","Illegal U-Turn"
19254,"MVA","168(b)(v)","Illegal U-Turn"
19255,"MVA","168(b)","Unsafe prohibited u-turn"
19256,"MVA","168","Reverse Turn"
19257,"MVA","169","Unsafe start"
19258,"MVA","170(1)","No Signal on Turn"
19260,"MVA","170(3)","Fail to signal stop or decrease in speed"
19261,"MVA","170","Signals on Turning"
19262,"MVA","171(1)(a)","Drive vehicle device without signal device"
19263,"MVA","171(1)(b)","Drive vehicle without signal device"
19264,"MVA","171(1)(c)","Drive vehicle without signal device"
19265,"MVA","171(1)","Drive vehicle without signal device"
19266,"MVA","171(2)","Drive vehicle without signal device"
19267,"MVA","171","Drive vehicle without signal device"
18901,"MVA","229","No legal oblication"
18884,"MVA","24","Offences - licences & insurance"
18885,"MVA","24(3)(b)","no insurance"
18886,"MVA","24(1)","drive without licence"
15280,"MVA","181(3)"
15283,"MVA","185(4)"
15294,"MVA","23(1)"
15291,"MVA","31(1)"
15302,"MVA","88(1)(a)"
16010,"MVA","36","Inspection of business plate"
15265,"MVA","88(3)(b)(i)","Driving while Suspended"
16166,"MVA","62(2)","Fail to leave info. aft accid. wunattended vhcl."
16474,"MVA","118(3)","Exemption for emergency vehicles"
15298,"MVA","134(3)(a)"
16821,"MVA","220.4(1)(b)","Proof of blood sample"
15891,"MVA","24.1(1)(b.1)(v)","Refusal to issue a licence, permit etc."
16538,"MVA","3.1(2)(a)","Fail to register vehicle"
16056,"MVA","39(8)(a)","No transporter licence"
15997,"MVA","42(2)","Misuse of repair plate"
15736,"MVA","130","Disobey Traffic Control Device"
18887,"MVA","68(1)","fail to remain at scene of accident"
18888,"MVA","95(1)","drive while prohibited"
18889,"MVA","102","drive while prohibited by court order"
18890,"MVA","144(1)(b)","drive w o reasonable consideration"
18891,"MVA","144(1)(a)","drive w o due care & attention"
18892,"MVA","144(1)(c)","drive at excessive speed"
18896,"MVA","68(2)","fail to remain at scene of accident with unattende"
15811,"MVA","101","Default of insurer"
16449,"MVA","109","Information to be furnished by superintendent"
15415,"MVA","211(1)(m)","Regulations"
15533,"MVA","211.2","Power to prescribe forms"
15364,"MVA","220.2(4)","Demand for blood sample"
19333,"MVA","185(4)(f)","Commercial vehicle no stop at railway"
19334,"MVA","185(4)(g)","Commercial vehicle no stop at railway"
18902,"MVA","228","Civil Liability"
18903,"MVA","227(7)","Proof of blood sample"
18904,"MVA","227(6)","Proof of blood sample"
18905,"MVA","227(5)","Proof of blood sample"
18906,"MVA","227(4)","Proof of blood sample"
18907,"MVA","227(3)","Proof of blood sample"
18908,"MVA","227(2)(a)","Taken the blood smaple of the defendant"
18909,"MVA","227(2)(b)","Made an analysis of the blood sample"
18910,"MVA","227(2)","Blood sample of a defendant is evidence"
18911,"MVA","227(1)","Proof of blood sample"
18912,"MVA","227(1)(a)","Blood taken under demand"
18913,"MVA","227(1)(b)","Blood taken as soon after the time of offence"
18914,"MVA","226(1)","Refusal to give blood sample"
18915,"MVA","226(2)","Refusal to give blood sample"
18916,"MVA","225(1)","Demand for blood sample by peace officer"
18917,"MVA","225(2)","Demand for blood from incapable person"
18918,"MVA","225(3)","Blood taken by approved persons"
18919,"MVA","225(4)","Blood sample analysis by approved person"
18982,"MVA","215(7)(a)","Certificate signed by medical practitioner"
18983,"MVA","215(6)","Prohibition terminated by test"
18984,"MVA","215(5)","24 hour prohibition from time of service"
18985,"MVA","215(4)","Driver must surrender drivers license"
18986,"MVA","215(3)(a)","Request a driver to pull off the road"
18987,"MVA","215(3)(b)","Service of notice of driving prohibition"
18988,"MVA","215(3)(c)","Request for surrender of Drivers licence"
18989,"MVA","215(2)(a)","Request driver to pull off road"
18990,"MVA","215(2)(b)","Serve driver with notice of prohibition"
18991,"MVA","215(2)(c)","Request for the Drivers licence"
18992,"MVA","215(1)","Definition of \"driver\""
18993,"MVA","214(1)(a)","Erect sign on arterial highway"
18994,"MVA","214(1)(b)","Erect sign within municipality"
18995,"MVA","213(1)","Charged with evidence of weight of vehicle or load"
18996,"MVA","213(2)","Conviction of evidence of weight of vehicle or loa"
18997,"MVA","212(1)(a)","Definition of \"operator\""
18998,"MVA","212(1)(b)","Definition of \"operator\""
19064,"MVA","209","Power to establish forms"
19065,"MVA","128(1)(a)","Yellow Light, intersection-no stop before intersec"
19066,"MVA","128(1)(b)","Disobey yellow light"
19067,"MVA","128(1)(c)(i)","Right-of Way of Pedestrian at Yellow Light"
19068,"MVA","128(1)(c)(ii)","Right-of Way of Pedestrian at Yellow Light"
19069,"MVA","128(1)(c)","Right-of Way of Pedestrian at Yellow Light"
19070,"MVA","128(1)","Failing To Stop when Light Turns Yellow"
19071,"MVA","128(2)(a)","Yellow light-no intersection"
19072,"MVA","128(2)(b)(i)","Disobey yellow light ped."
19073,"MVA","128(2)(b)(ii)","Disobey yellow light ped."
19074,"MVA","128(2)(b)","Disobey yellow light ped."
19075,"MVA","128(2)","Yellow light-no intersection"
19076,"MVA","128","Yellow Light"
19077,"MVA","129(1)","Red Light at Intersection"
19078,"MVA","129(3)","Fail to Yeild-Right Turn-Red Light"
19079,"MVA","129(4)(a)","Pedestrian crossing against red light"
19080,"MVA","129(4)(b)","Fail to yield - left turn - red light"
19081,"MVA","129(4)(c)(i)","Disobey red light"
19082,"MVA","129(4)(c)(ii)","Disobey red light"
19083,"MVA","129(4)(c)","Disobey red light"
19084,"MVA","129(4)","Fail to yield-left turn-red light"
19085,"MVA","129(5)(a)","Red Light-No Intersection"
19086,"MVA","129(5)(b)","Red light-no intersection"
19087,"MVA","129(5)","Red light-no intersection"
19088,"MVA","130(1)(a)","Fail to yield - on green arrow"
20263,"MVA","37(6)","Notification of cancellation of chauffeurs permit"
20264,"MVA","36(7)","An appeal lies to the council"
20265,"MVA","37(8)","Councils decision is final"
20266,"MVA","37(9)","A fee must not be payable for a permit"
20023,"MVA","26(1)(b.1)(iii)","Refusal to issue a licence, permit etc."
20024,"MVA","26(1)(b.1)(iv)","Refusal to issue a licence, permit etc."
20025,"MVA","26(1)(b.1)(ix)","Refusal to issue a licence, permit etc."
20026,"MVA","26(1)(b.1)(v)","Refusal to issue a licence, permit etc."
20027,"MVA","26(1)(b.1)(vi)","Refusal to issue a licence, permit etc."
20028,"MVA","26(1)(b.1)(vii)","Refusal to issue a licence, permit etc."
20029,"MVA","26(1)(b.1)(viii)","Refusal to issue a licence, permit etc."
20324,"MVA","124(8)(b)","Municipal Powers"
20325,"MVA","124(6)","Municipal Powers"
20326,"MVA","183(7)","Rights and duties of operator of cycle"
20327,"MVA","183(8)","Rights and duties of operator of cycle"
20328,"MVA","124(5)","Municipal Powers"
20329,"MVA","124(3)","Municipal Powers"
20330,"MVA","124(2)","Municipal Powers"
20331,"MVA","122(3)","Excemption for emergency vehicles"
20332,"MVA","119(2)","Definition of intersection"
20333,"MVA","119(1)","Definitions"
20334,"MVA","183(9)(a)","Rights and duties of operator of cycle"
20335,"MVA","183(9)(b)","Rights and duties of operator of cycle"
20336,"MVA","118(1)","Appointence of Public Service staff"
20337,"MVA","183(9)(c)","Rights and duties of operator of cycle"
20338,"MVA","183(10)","Rights and duties of operator of cycle"
20339,"MVA","183(11)","Rights and duties of operator of cycle"
19771,"MVA","68(3)(b)","Fail to leave reg. own-prop. dmg."
19772,"MVA","68(3)(c)","Fail to leave lic.num.-prop. dmg."
19773,"MVA","68(3)","Fail to leave info. aftr accid. dmg. nearby propty"
19774,"MVA","68","Failure of Duty of Driver at Accident"
19775,"MVA","67(12)","Accident Reports"
20114,"MVA","19","Registration of dissolved company suspended"
20115,"MVA","18","Transfer on death where estate small"
20116,"MVA","17(1)","No transfer of vehicle"
20117,"MVA","17(2)","Fail to transfer vehicle"
20118,"MVA","17(3)","Fail to transfer vehicle"
20119,"MVA","17(4)","No transfer of vehicle"
20120,"MVA","17(5)","Fail to transfer vehicle"
20121,"MVA","17","Fail to transfer vehicle"
20122,"MVA","16(1)","New Serial Numbers"
20123,"MVA","16(2)","New Serial Numbers"
20124,"MVA","16(3)","New Serial Numbers"
20125,"MVA","16","New Serial Numbers"
20126,"MVA","15(1)(a)","Fail to notify vehicle change"
20127,"MVA","15(1)(b)","Fail to notify vehicle change"
20128,"MVA","15(1)(c)","Fail to notify vehicle change"
20129,"MVA","15(1)(d)","Fail to notify vehicle change"
20130,"MVA","15(1)(e)","Fail to notify vehicle change"
20131,"MVA","15(1)","Fail to notify vehicle change"
20132,"MVA","15(2)","Notice of change made in motor vehicle"
19899,"MVA","41(2)","No transporter licence"
19900,"MVA","41(3)(a)","No transporter licence"
19901,"MVA","41(3)(b)","No transporter licence"
19902,"MVA","41(3)","No transporter licence"
20248,"MVA","25(14)(a)","Restriction of area to drive"
20249,"MVA","25(14)(b)","Restrict of  class of motor vehicle"
20250,"MVA","25(14)(c)","Restriction of number of passangers."
20251,"MVA","25(14)(d)","Impose other restrictions"
20252,"MVA","27(1)","Short term drivers licence issuance"
20253,"MVA","27(2)","Short term Drivers licence"
20254,"MVA","27(3)","Cancellation of short term licence"
20255,"MVA","27(4)(a)","Return of cancelled licence."
20256,"MVA","27(4)(b)","Surrender Drivers licence to peace officer"
20257,"MVA","28.2(1)(a)","Superintendant refuse to issue licence"
20258,"MVA","28.2(1)(b)","Superintendent refuse to issue permit"
20259,"MVA","28.2(2)(a)","ICBC refuse to issue licence"
20260,"MVA","28.2(2)(b)","ICBC refuse to issue permit"
20261,"MVA","36(3)","Chauffeur must use permit"
20262,"MVA","36(4)","Chauffeur must comply with regulations"
20340,"MVA","113(1)","Garage and sales agency policy"
20341,"MVA","183(12)","Rights and duties of operator of cycle"
19419,"MVA","202","Unlawfully race horse on hwy"
19482,"MVA","122(1)(d)","Exemption for emergency vehicles"
20073,"MVA","22(1)(a)(ii)","No vehicle licence"
20090,"MVA","21(7)(e)","Fail to register foreign motor vehicle"
20178,"MVA","4","Fail to register vehicle"
20133,"MVA","15(3)","Notice of change made in motor vehicle"
20134,"MVA","15","Notice of change made in motor vehicle"
20135,"MVA","14(1)","Failing to Notify Change of Address"
20136,"MVA","14(2)","Fail to notify change of name address of owner"
20403,"MVA","93.2(1)(b)","Notice of appeal of imposition, cancellation, etc"
20404,"MVA","93.2(2)","ICBC must record the imposition, cancellation, etc"
20405,"MVA","90(8)(a)","Superintendent suspends permit"
20406,"MVA","90(8)(b)","Superintendent cancel permit"
20407,"MVA","90(9)(a)","ICBC suspend permit"
20408,"MVA","90(9)(b)","ICBC cancel permit"
20409,"MVA","83.1(4)","Liability of owner for speeding violations"
20410,"MVA","83.1(5)(a)","Person with motor vehicle not entrusted"
20411,"MVA","83.1(5)(b)","The registered owner is not the owner"
20412,"MVA","83.1(6)(a)","Owner not liable if driver convicted"
20413,"MVA","83.1(6)(b)","Owner not liable if driver convicted"
20414,"MVA","83.1(8)","Prescribe a speed monitoring device"
20415,"MVA","83.1(9)","Information gathered by speed monitoring device."
20416,"MVA","83.1(11)","Images stored or translated"
20417,"MVA","83.1(10)(a)","Capture time and date of the image"
20418,"MVA","83.1(10)(b)","Location of motor vehicle"
20419,"MVA","83.1(10)(c)","Identity of operator of speed monitoring device"
19514,"MVA","111(3)(b)","Issue of financial responsibility card"
19515,"MVA","111(3)(c)","Issue of financial responsibility card"
19516,"MVA","111(3)","Issue of financial responsibility card"
19517,"MVA","111(4)","Issue of financial responsibility card"
19518,"MVA","111","Issue of financial responsibility card"
19519,"MVA","109","Implied covenant"
19520,"MVA","108","Notice to insurer"
19521,"MVA","106(1)","Proof of financial responsibility"
19522,"MVA","106(2)(a)","Non resident w o proof of financial responsibility"
19523,"MVA","106(2)(b)","Non resident w o proof of financial responsibility"
19524,"MVA","106(2)","Non resident w o proof of financial responsibility"
19525,"MVA","106(3)","Proof of financial responsibility"
19526,"MVA","106(4)","Proof of financial responsibility"
19527,"MVA","106(7)","Proof of financial responsibility"
19528,"MVA","106(8)(a)","Proof of financial responsibility"
19529,"MVA","106(8)(b)(i)","Proof of financial responsibility"
19530,"MVA","106(8)(b)(ii)","Proof of financial responsibility"
19531,"MVA","106(8)(b)(iii)","Proof of financial responsibility"
19532,"MVA","106(8)(b)","Proof of financial responsibility"
19533,"MVA","106(8)","Proof of financial responsibility"
19534,"MVA","105(1)","Impoundment of a motor vehicle"
19535,"MVA","105(2)(a)","Impoundment of a motor vehicle"
19536,"MVA","105(2)(b)","Impoundment of a motor vehicle"
19537,"MVA","105(2)","Impoundment of a motor vehicle"
19641,"MVA","95(3)(b)(ii)","Driving while Suspended"
19642,"MVA","95(3)(b)","Driving while Suspended"
19643,"MVA","95(3)","Driving while Suspended"
19644,"MVA","95(4)","Driving while Suspended"
19645,"MVA","95","Driving while Suspended"
19646,"MVA","94(1)","Appeal of prohibition against driving"
19647,"MVA","94(2)","Appeal of prohibition against driving"
19648,"MVA","94(3)(a)","Appeal of prohibition against driving"
19649,"MVA","94(3)(b)","Appeal of prohibition against driving"
19650,"MVA","94(3)","Appeal of prohibition against driving"
19651,"MVA","94","Appeal of prohibition against driving"
19652,"MVA","93(1)(a)(i)","Prohibition due to Failure to Comply with Act or U"
19653,"MVA","93(1)(a)(ii)","Prohibition due to Failure to Comply with Act or U"
19654,"MVA","93(1)(a)","Prohibition due to Failure to Comply with Act or U"
19655,"MVA","93(1)(b)","Prohibition against Driving by Superintendent"
19656,"MVA","93(1)(c)","Prohibition against Driving by Superintendent"
19657,"MVA","93(1)","Prohibition against Driving by Superintendent"
19658,"MVA","93(2)","Prohibition against Driving by Superintendent"
19659,"MVA","93(3)","Prohibition against Driving by Superintendent"
19660,"MVA","93","Prohibition against Driving by Superintendent"
19661,"MVA","92(a)(i)","Prohibition against driving relating to fitness or"
19662,"MVA","92(a)(ii)","Prohibition against driving relating to fitness or"
19663,"MVA","92(a)","Prohibition against driving relating to fitness or"
19664,"MVA","92(b)","Prohibition against driving relating to fitness or"
19665,"MVA","92(c)","Prohibition against driving relating to fitness or"
20420,"MVA","83.1(10)(d)","Speed of motor vehicle"
20421,"MVA","83.1(10)(e)","Direction of vehicle relative to speed monitor"
20422,"MVA","83.1(10)(f)","Record other information"
20423,"MVA","83.2(8)","Certificate as evidence"
20424,"MVA","83.2(7)","Form and content of a certificate"
19538,"MVA","105(3)","Impoundment of a motor vehicle"
19539,"MVA","105(4)","Impoundment of a motor vehicle"
19903,"MVA","41(4)(a)","No transporter licence"
19904,"MVA","41(4)(b)","No transporter licence"
19905,"MVA","41(4)(c)","No transporter licence"
19906,"MVA","41(4)(d)","No transporter licence"
